,Executed Trade Price,Price of Stock,Qty,Basing Open,Basing High,Time
0,4.05,241.54,50.0,241.43,241.535,10:56:18
1,4.17,241.67,10.0,241.355,241.615,11:03:02
2,4.17,241.45,0.0,241.455,241.675,11:06:19
